datetime,open,high,low,close,volume,openinterest
2021-01-04,85.99476623535156,86.30650329589844,88.12449645996094,85.35700225830078,88.0,37324000
2021-01-05,86.6882553100586,87.00250244140625,87.34149932861328,85.84500122070312,86.25450134277344,20360000
2021-01-06,85.83283996582031,86.14399719238281,87.19850158691406,84.80500030517578,85.01300048828125,46588000
2021-01-07,88.39656066894531,88.71700286865234,88.89099884033203,86.33799743652344,86.33799743652344,41936000
2021-01-08,89.56681823730469,89.8915023803711,89.96800231933594,88.06099700927734,88.85800170898438,35484000
2021-01-11,87.497314453125,87.81449890136719,89.21900177001953,87.60700225830078,88.85099792480469,34796000
2021-01-12,86.5577163696289,86.87149810791016,88.3949966430664,85.81900024414062,87.26799774169922,29528000
2021-01-13,87.04695129394531,87.36250305175781,87.81950378417969,86.36599731445312,86.36599731445312,23432000
2021-01-14,86.2333984375,86.5459976196289,88.37750244140625,86.30349731445312,87.44349670410156,29212000
2021-01-15,86.06898498535156,86.38099670410156,87.38099670410156,85.58550262451172,86.45099639892578,31444000
2021-01-19,88.90122985839844,89.22350311279297,90.19200134277344,86.6415023803711,87.1500015258789,41660000
2021-01-20,93.66395568847656,94.00350189208984,94.98600006103516,90.97550201416016,91.31849670410156,64152000
2021-01-21,93.86721801757812,94.2074966430664,96.60399627685548,93.97049713134766,94.68250274658205,58634000
2021-01-22,94.28620147705078,94.62799835205078,95.21949768066406,93.8249969482422,94.572998046875,32744000
2021-01-25,94.37188720703124,94.71399688720705,96.09100341796876,92.95800018310548,95.63700103759766,50586000
2021-01-26,95.05292510986328,95.39749908447266,95.7874984741211,93.80650329589844,94.29949951171876,31462000
2021-01-27,90.61849975585938,90.9469985961914,94.02349853515624,89.86399841308594,93.74549865722656,82512000
2021-01-28,92.3253173828125,92.66000366210938,94.39949798583984,91.5500030517578,91.5500030517578,55278000
2021-01-29,91.03797912597656,91.36799621582033,92.3769989013672,90.0780029296875,91.70099639892578,44530000
2021-02-01,94.3116226196289,94.65350341796876,95.7770004272461,92.22949981689452,92.22949981689452,40252000
